Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,interaction_effect,interaction_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description,Gene,Protein Gene,UniProt_Accession,UniProt_Entry_Name,UniProt_Database
sp|P11172|UMPS_HUMAN,0.1772680608163315,11.180010953605766,,0.6268221453087537,,0.1772680608163315,0.6268221453087537,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8185306364856577,False,Not significant,Uridine 5'-monophosphate synthase,UMPS,UMPS,P11172,UMPS_HUMAN,SwissProt
sp|Q8TF66|LRC15_HUMAN,-0.1244897507711894,13.882881965919356,,0.6281383432346576,,-0.1244897507711894,0.6281383432346576,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8196053737808209,False,Not significant,Leucine-rich repeat-containing protein 15,LRRC15,LRRC15,Q8TF66,LRC15_HUMAN,SwissProt
sp|Q9BX10|GTPB2_HUMAN,1.8844670570425954,8.68450407013031,,0.6283641198986294,,1.8844670570425954,0.6283641198986294,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8196053737808209,False,Not significant,GTP-binding protein 2,GTPBP2,GTPBP2,Q9BX10,GTPB2_HUMAN,SwissProt
sp|P13501|CCL5_HUMAN,-0.98114796127591,10.001899302041009,,0.6293730789137804,,-0.98114796127591,0.6293730789137804,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8204520411225953,False,Not significant,C-C motif chemokine 5,CCL5,CCL5,P13501,CCL5_HUMAN,SwissProt
sp|P98095|FBLN2_HUMAN,-0.10304869613996463,17.87985122674373,,0.6301873164102662,,-0.10304869613996463,0.6301873164102662,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,Fibulin-2,FBLN2,FBLN2,P98095,FBLN2_HUMAN,SwissProt
sp|P36578|RL4_HUMAN,0.09725119545467677,14.227313918603265,,0.6308687798986881,,0.09725119545467677,0.6308687798986881,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,Large ribosomal subunit protein uL4,RPL4,RPL4,P36578,RL4_HUMAN,SwissProt
sp|Q6UWP8|SBSN_HUMAN,-0.28052112008427293,11.217532825722362,,0.6318533471062395,,-0.28052112008427293,0.6318533471062395,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,Suprabasin,SBSN,SBSN,Q6UWP8,SBSN_HUMAN,SwissProt
sp|Q969X0|RIPL2_HUMAN,0.29808425005066674,11.42542519694753,,0.6319960225400753,,0.29808425005066674,0.6319960225400753,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,RILP-like protein 2,RILPL2,RILPL2,Q969X0,RIPL2_HUMAN,SwissProt
sp|P40238|TPOR_HUMAN,1.1553752316349493,8.019003739892815,,0.632373428356835,,1.1553752316349493,0.632373428356835,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,Thrombopoietin receptor,MPL,MPL,P40238,TPOR_HUMAN,SwissProt
sp|O76074|PDE5A_HUMAN,0.15819735688576064,13.545688961176996,,0.6324023956569056,,0.15819735688576064,0.6324023956569056,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,PDE5A,O76074,PDE5A_HUMAN,SwissProt
sp|P13796|PLSL_HUMAN,0.08128992619909524,16.44640800609635,,0.6324489979781416,,0.08128992619909524,0.6324489979781416,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,Plastin-2,LCP1,LCP1,P13796,PLSL_HUMAN,SwissProt
sp|P13686|PPA5_HUMAN,-0.35589546606310407,11.103581570304083,,0.6327119593133786,,-0.35589546606310407,0.6327119593133786,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,Tartrate-resistant acid phosphatase type 5,ACP5,ACP5,P13686,PPA5_HUMAN,SwissProt
sp|A0A087WSZ0|KVD08_HUMAN,0.20882659121503985,13.108019342554545,,0.633021330851001,,0.20882659121503985,0.633021330851001,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8209832959842334,False,Not significant,Immunoglobulin kappa variable 1D-8,IGKV1D-8,IGKV1D-8,A0A087WSZ0,KVD08_HUMAN,SwissProt
sp|P29692|EF1D_HUMAN,0.16181293184448714,16.14953402461574,,0.6340243156282241,,0.16181293184448714,0.6340243156282241,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8214804441034302,False,Not significant,Elongation factor 1-delta,EEF1D,EEF1D,P29692,EF1D_HUMAN,SwissProt
sp|P62310|LSM3_HUMAN,-0.351053408736337,10.831523676217536,,0.6343405825373062,,-0.351053408736337,0.6343405825373062,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8214804441034302,False,Not significant,U6 snRNA-associated Sm-like protein LSm3,LSM3,LSM3,P62310,LSM3_HUMAN,SwissProt
sp|P08195|4F2_HUMAN,0.18047910940857656,13.377580559875508,,0.6348172259701577,,0.18047910940857656,0.6348172259701577,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8214804441034302,False,Not significant,Amino acid transporter heavy chain SLC3A2,SLC3A2,SLC3A2,P08195,4F2_HUMAN,SwissProt
sp|Q9Y4D1|DAAM1_HUMAN,0.1525685266170811,14.795271532086792,,0.6348458519781772,,0.1525685266170811,0.6348458519781772,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8214804441034302,False,Not significant,Disheveled-associated activator of morphogenesis 1,DAAM1,DAAM1,Q9Y4D1,DAAM1_HUMAN,SwissProt
sp|P11171|EPB41_HUMAN,-0.27808198465965583,15.022255707353395,,0.6355128234734007,,-0.27808198465965583,0.6355128234734007,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8218770490750729,False,Not significant,Protein 4.1,EPB41,EPB41,P11171,EPB41_HUMAN,SwissProt
sp|P31146|COR1A_HUMAN,0.15920203649590692,17.48981892797477,,0.6361140079742519,,0.15920203649590692,0.6361140079742519,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8221881735721623,False,Not significant,Coronin-1A,CORO1A,CORO1A,P31146,COR1A_HUMAN,SwissProt
sp|O75356|ENTP5_HUMAN,0.10060631600267148,13.76293878603059,,0.636880283757604,,0.10060631600267148,0.636880283757604,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8227122079135054,False,Not significant,Nucleoside diphosphate phosphatase ENTPD5,ENTPD5,ENTPD5,O75356,ENTP5_HUMAN,SwissProt
sp|Q9Y230|RUVB2_HUMAN,-0.27597798985218713,12.182090557035217,,0.6376490311704998,,-0.27597798985218713,0.6376490311704998,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8232388397897732,False,Not significant,RuvB-like 2,RUVBL2,RUVBL2,Q9Y230,RUVB2_HUMAN,SwissProt
sp|Q99941|ATF6B_HUMAN,0.24960818161524917,12.00677545213398,,0.6398501859708459,,0.24960818161524917,0.6398501859708459,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8255592259005455,False,Not significant,Cyclic AMP-dependent transcription factor ATF-6 beta,ATF6B,ATF6B,Q99941,ATF6B_HUMAN,SwissProt
sp|P17301|ITA2_HUMAN,-0.14724107636077532,16.974668472242193,,0.6401704874527037,,-0.14724107636077532,0.6401704874527037,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8255592259005455,False,Not significant,Integrin alpha-2,ITGA2,ITGA2,P17301,ITA2_HUMAN,SwissProt
sp|P16234|PGFRA_HUMAN,0.2662882242315526,11.389876932226763,,0.6423304270869975,,0.2662882242315526,0.6423304270869975,,,,,,,29,Mixed-effects model (Wald F-test on time),0.827876412525921,False,Not significant,Platelet-derived growth factor receptor alpha,PDGFRA,PDGFRA,P16234,PGFRA_HUMAN,SwissProt
sp|Q9HCI6|K1586_HUMAN,0.24107115614398467,11.517159845264533,,0.6434203106908679,,0.24107115614398467,0.6434203106908679,,,,,,,29,Mixed-effects model (Wald F-test on time),0.828812603601796,False,Not significant,E3 SUMO-protein ligase KIAA1586,KIAA1586,KIAA1586,Q9HCI6,K1586_HUMAN,SwissProt
sp|P27348|1433T_HUMAN,-0.08682777564976225,18.254092607525497,,0.64438909403847,,-0.08682777564976225,0.64438909403847,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8295918319636993,False,Not significant,14-3-3 protein theta,YWHAQ,YWHAQ,P27348,1433T_HUMAN,SwissProt
sp|P09466|PAEP_HUMAN,1.1517639108736126,9.352851896556146,,0.6449869978311755,,1.1517639108736126,0.6449869978311755,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8298163115980554,False,Not significant,Glycodelin,PAEP,PAEP,P09466,PAEP_HUMAN,SwissProt
sp|P16671|CD36_HUMAN,-0.06692242291001309,18.491001578016633,,0.6452913686242773,,-0.06692242291001309,0.6452913686242773,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8298163115980554,False,Not significant,Platelet glycoprotein 4,CD36,CD36,P16671,CD36_HUMAN,SwissProt
sp|O15231|ZN185_HUMAN,1.1829366518023658,8.356932367141019,,0.6475568097684923,,1.1829366518023658,0.6475568097684923,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8322601613710048,False,Not significant,Zinc finger protein 185,ZNF185,ZNF185,O15231,ZN185_HUMAN,SwissProt
sp|P45954|ACDSB_HUMAN,1.4175000709828656,6.331063467766832,,0.648396036083868,,1.4175000709828656,0.648396036083868,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8328692745189966,False,Not significant,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACADSB,ACADSB,P45954,ACDSB_HUMAN,SwissProt
sp|P06744|G6PI_HUMAN,0.11252644255726167,15.1557090116329,,0.6511596730912018,,0.11252644255726167,0.6511596730912018,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8359482289684348,False,Not significant,Glucose-6-phosphate isomerase,GPI,GPI,P06744,G6PI_HUMAN,SwissProt
sp|O75947|ATP5H_HUMAN,-0.2625951519555984,11.734536498724754,,0.6531360443756417,,-0.2625951519555984,0.6531360443756417,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8380136078652014,False,Not significant,"ATP synthase subunit d, mitochondrial",ATP5PD,ATP5PD,O75947,ATP5H_HUMAN,SwissProt
sp|P12004|PCNA_HUMAN,-0.3383109534468318,10.398788263149694,,0.6547987703226417,,-0.3383109534468318,0.6547987703226417,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8386757467671455,False,Not significant,Proliferating cell nuclear antigen,PCNA,PCNA,P12004,PCNA_HUMAN,SwissProt
sp|P50281|MMP14_HUMAN,-0.3584022165886328,10.533801644823072,,0.654854874929407,,-0.3584022165886328,0.654854874929407,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8386757467671455,False,Not significant,Matrix metalloproteinase-14,MMP14,MMP14,P50281,MMP14_HUMAN,SwissProt
sp|P01714|LV319_HUMAN,0.1284123522246755,18.800274074844854,,0.6549856266201494,,0.1284123522246755,0.6549856266201494,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8386757467671455,False,Not significant,Immunoglobulin lambda variable 3-19,IGLV3-19,IGLV3-19,P01714,LV319_HUMAN,SwissProt
sp|O95998|I18BP_HUMAN,0.37837702884694696,11.844555233939754,,0.65512346710188,,0.37837702884694696,0.65512346710188,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8386757467671455,False,Not significant,Interleukin-18-binding protein,IL18BP,IL18BP,O95998,I18BP_HUMAN,SwissProt
sp|P18206|VINC_HUMAN,0.091668840176235,20.619370206072794,,0.6564937684764506,,0.091668840176235,0.6564937684764506,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8399338432464418,False,Not significant,Vinculin,VCL,VCL,P18206,VINC_HUMAN,SwissProt
sp|P10768|ESTD_HUMAN,-0.2838862637147157,11.479911012807465,,0.656843001100178,,-0.2838862637147157,0.656843001100178,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8399338432464418,False,Not significant,S-formylglutathione hydrolase,ESD,ESD,P10768,ESTD_HUMAN,SwissProt
sp|P01594|KV133_HUMAN / sp|P01593|KVD33_HUMAN,0.08628992014476998,18.355167895663016,,0.658781500406995,,0.08628992014476998,0.658781500406995,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8419404825829309,False,Not significant,Immunoglobulin kappa variable 1-33,IGKV1-33 / IGKV1D-33,IGKV1-33 / IGKV1D-33,P01594,,
sp|P29144|TPP2_HUMAN,-0.13707849845119705,17.7815368676478,,0.660397340006619,,-0.13707849845119705,0.660397340006619,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8435327368151772,False,Not significant,Tripeptidyl-peptidase 2,TPP2,TPP2,P29144,TPP2_HUMAN,SwissProt
sp|P05109|S10A8_HUMAN,-0.22635837405612097,15.271349763270093,,0.661003784938624,,-0.22635837405612097,0.661003784938624,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8438346190705839,False,Not significant,Protein S100-A8,S100A8,S100A8,P05109,S10A8_HUMAN,SwissProt
sp|P14868|SYDC_HUMAN,-0.22389402736768907,12.013615237612862,,0.6616103218342494,,-0.22389402736768907,0.6616103218342494,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8441362807957966,False,Not significant,"Aspartate--tRNA ligase, cytoplasmic",DARS1,DARS1,P14868,SYDC_HUMAN,SwissProt
sp|P00505|AATM_HUMAN,-0.12394730940702066,11.92655211393557,,0.6625978920702946,,-0.12394730940702066,0.6625978920702946,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8447650130839955,False,Not significant,"Aspartate aminotransferase, mitochondrial",GOT2,GOT2,P00505,AATM_HUMAN,SwissProt
sp|P16615|AT2A2_HUMAN,0.09807342905572758,15.475556720086383,,0.6628441264944158,,0.09807342905572758,0.6628441264944158,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8447650130839955,False,Not significant,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,ATP2A2,P16615,AT2A2_HUMAN,SwissProt
sp|P36959|GMPR1_HUMAN,0.1293281505091201,13.378143962842826,,0.6636257009049993,,0.1293281505091201,0.6636257009049993,,,,,,,29,Mixed-effects model (Wald F-test on time),0.845093616995469,False,Not significant,GMP reductase 1,GMPR,GMPR,P36959,GMPR1_HUMAN,SwissProt
sp|Q13200|PSMD2_HUMAN,0.5996273351054128,18.864762919093632,,0.6638432754556514,,0.5996273351054128,0.6638432754556514,,,,,,,29,Mixed-effects model (Wald F-test on time),0.845093616995469,False,Not significant,26S proteasome non-ATPase regulatory subunit 2,PSMD2,PSMD2,Q13200,PSMD2_HUMAN,SwissProt
sp|P47914|RL29_HUMAN,0.1694188778262172,10.364171028227036,,0.6652530011481903,,0.1694188778262172,0.6652530011481903,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8455598606902945,False,Not significant,Large ribosomal subunit protein eL29,RPL29,RPL29,P47914,RL29_HUMAN,SwissProt
sp|Q13347|EIF3I_HUMAN,0.1691945209371141,12.60557602308457,,0.6657561357366018,,0.1691945209371141,0.6657561357366018,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8455598606902945,False,Not significant,Eukaryotic translation initiation factor 3 subunit I,EIF3I,EIF3I,Q13347,EIF3I_HUMAN,SwissProt
sp|Q96RT1|ERBIN_HUMAN,0.25546149673166973,12.890806576588632,,0.6659064015172076,,0.25546149673166973,0.6659064015172076,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8455598606902945,False,Not significant,Erbin,ERBIN,ERBIN,Q96RT1,ERBIN_HUMAN,SwissProt
sp|P24592|IBP6_HUMAN,0.11473985486223548,14.809873168982264,,0.6661062315790981,,0.11473985486223548,0.6661062315790981,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8455598606902945,False,Not significant,Insulin-like growth factor-binding protein 6,IGFBP6,IGFBP6,P24592,IBP6_HUMAN,SwissProt
sp|Q6UXH1|CREL2_HUMAN,-1.0925295513751503,9.009083916968379,,0.6664254307808906,,-1.0925295513751503,0.6664254307808906,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8455598606902945,False,Not significant,Protein disulfide isomerase CRELD2,CRELD2,CRELD2,Q6UXH1,CREL2_HUMAN,SwissProt
sp|Q9Y277|VDAC3_HUMAN,0.19002067528960898,14.667969590875195,,0.66643467967564,,0.19002067528960898,0.66643467967564,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8455598606902945,False,Not significant,Voltage-dependent anion-selective channel protein 3,VDAC3,VDAC3,Q9Y277,VDAC3_HUMAN,SwissProt
sp|P01040|CYTA_HUMAN,-0.21081873472585927,12.043053298730015,,0.6673477423382397,,-0.21081873472585927,0.6673477423382397,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8462474152008823,False,Not significant,Cystatin-A,CSTA,CSTA,P01040,CYTA_HUMAN,SwissProt
sp|P12931|SRC_HUMAN,0.14815239249559653,18.18734877680183,,0.6685510689585416,,0.14815239249559653,0.6685510689585416,,,,,,,29,Mixed-effects model (Wald F-test on time),0.847179956070118,False,Not significant,Proto-oncogene tyrosine-protein kinase Src,SRC,SRC,P12931,SRC_HUMAN,SwissProt
sp|P00491|PNPH_HUMAN,-0.14861438921164707,16.215403058907466,,0.6690738698831238,,-0.14861438921164707,0.6690738698831238,,,,,,,29,Mixed-effects model (Wald F-test on time),0.847179956070118,False,Not significant,Purine nucleoside phosphorylase,PNP,PNP,P00491,PNPH_HUMAN,SwissProt
sp|P11766|ADHX_HUMAN,0.6722129000624415,9.973657002353242,,0.669197851264159,,0.6722129000624415,0.669197851264159,,,,,,,29,Mixed-effects model (Wald F-test on time),0.847179956070118,False,Not significant,Alcohol dehydrogenase class-3,ADH5,ADH5,P11766,ADHX_HUMAN,SwissProt
sp|P12955|PEPD_HUMAN,-0.3369203080880791,10.148018201059035,,0.669974507078082,,-0.3369203080880791,0.669974507078082,,,,,,,29,Mixed-effects model (Wald F-test on time),0.847692495082146,False,Not significant,Xaa-Pro dipeptidase,PEPD,PEPD,P12955,PEPD_HUMAN,SwissProt
sp|P08476|INHBA_HUMAN,-0.19594263515514992,10.519247534704146,,0.6703521679331539,,-0.19594263515514992,0.6703521679331539,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8476999128605607,False,Not significant,Inhibin beta A chain,INHBA,INHBA,P08476,INHBA_HUMAN,SwissProt
sp|Q96IX5|ATPMK_HUMAN,0.4262473768502583,10.303371535795863,,0.6710044892388336,,0.4262473768502583,0.6710044892388336,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8477599060248664,False,Not significant,"ATP synthase membrane subunit K, mitochondrial",ATP5MK,ATP5MK,Q96IX5,ATPMK_HUMAN,SwissProt
sp|Q9Y6I9|TX264_HUMAN,1.0809958934705977,8.61209953977117,,0.6711432589363525,,1.0809958934705977,0.6711432589363525,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8477599060248664,False,Not significant,Testis-expressed protein 264,TEX264,TEX264,Q9Y6I9,TX264_HUMAN,SwissProt
sp|Q9Y3F4|STRAP_HUMAN,-0.3078617320563887,11.815540002117173,,0.6718293126426518,,-0.3078617320563887,0.6718293126426518,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8481566073229491,False,Not significant,Serine-threonine kinase receptor-associated protein,STRAP,STRAP,Q9Y3F4,STRAP_HUMAN,SwissProt
sp|Q9GZP0|PDGFD_HUMAN,0.172236875416998,12.835939508883284,,0.6745910856234136,,0.172236875416998,0.6745910856234136,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8507920226056651,False,Not significant,Platelet-derived growth factor D,PDGFD,PDGFD,Q9GZP0,PDGFD_HUMAN,SwissProt
sp|P27338|AOFB_HUMAN,0.23572283926419468,13.526567266455302,,0.6751576290497705,,0.23572283926419468,0.6751576290497705,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8507920226056651,False,Not significant,Amine oxidase [flavin-containing] B,MAOB,MAOB,P27338,AOFB_HUMAN,SwissProt
sp|P18428|LBP_HUMAN,0.12060514052273559,20.727459937242262,,0.6751704717276223,,0.12060514052273559,0.6751704717276223,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8507920226056651,False,Not significant,Lipopolysaccharide-binding protein,LBP,LBP,P18428,LBP_HUMAN,SwissProt
sp|P41250|GARS_HUMAN,0.8697607852251182,9.047146642216996,,0.6754094565422166,,0.8697607852251182,0.6754094565422166,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8507920226056651,False,Not significant,Glycine--tRNA ligase,GARS1,GARS1,P41250,GARS_HUMAN,SwissProt
sp|P07203|GPX1_HUMAN,-0.2169945106901905,16.077584046412497,,0.6760358122606637,,-0.2169945106901905,0.6760358122606637,,,,,,,29,Mixed-effects model (Wald F-test on time),0.851110796219941,False,Not significant,Glutathione peroxidase 1,GPX1,GPX1,P07203,GPX1_HUMAN,SwissProt
sp|O95866|G6B_HUMAN,0.1987808948056101,17.911714688648615,,0.676483438532447,,0.1987808948056101,0.676483438532447,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8512043266302313,False,Not significant,Megakaryocyte and platelet inhibitory receptor G6b,MPIG6B,MPIG6B,O95866,G6B_HUMAN,SwissProt
sp|O43815|STRN_HUMAN,0.24147485566642202,11.034812279373032,,0.6783580784718255,,0.24147485566642202,0.6783580784718255,,,,,,,29,Mixed-effects model (Wald F-test on time),0.85250519157265,False,Not significant,Striatin,STRN,STRN,O43815,STRN_HUMAN,SwissProt
sp|P05107|ITB2_HUMAN,0.15717580475861012,18.503179244792122,,0.6785941309778261,,0.15717580475861012,0.6785941309778261,,,,,,,29,Mixed-effects model (Wald F-test on time),0.85250519157265,False,Not significant,Integrin beta-2,ITGB2,ITGB2,P05107,ITB2_HUMAN,SwissProt
sp|P29218|IMPA1_HUMAN,-0.23281515410138254,11.65045991846516,,0.6788676975556153,,-0.23281515410138254,0.6788676975556153,,,,,,,29,Mixed-effects model (Wald F-test on time),0.85250519157265,False,Not significant,Inositol monophosphatase 1,IMPA1,IMPA1,P29218,IMPA1_HUMAN,SwissProt
sp|Q8TF42|UBS3B_HUMAN,-0.0744036701479434,14.47034189165394,,0.6790129069719002,,-0.0744036701479434,0.6790129069719002,,,,,,,29,Mixed-effects model (Wald F-test on time),0.85250519157265,False,Not significant,Ubiquitin-associated and SH3 domain-containing protein B,UBASH3B,UBASH3B,Q8TF42,UBS3B_HUMAN,SwissProt
sp|Q6UWD8|CP054_HUMAN,-0.1642732131459853,13.870171069789617,,0.6803683611190414,,-0.1642732131459853,0.6803683611190414,,,,,,,29,Mixed-effects model (Wald F-test on time),0.8528610457504815,False,Not significant,Transmembrane protein C16orf54,C16orf54,C16orf54,Q6UWD8,CP054_HUMAN,SwissProt
