Protein,logFC,AveExpr,t,P.Value,B,group_effect,group_pvalue,time_effect,time_pvalue,aic,bic,n_obs,test_method,adj.P.Val,Significant,Significance,Description_x,Gene,Protein Gene_x,UniProt_Accession_x,UniProt_Entry_Name_x,UniProt_Database,Description_y,Protein Gene_y,UniProt_Accession_y,UniProt_Entry_Name_y
sp|P19256|LFA3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Lymphocyte function-associated antigen 3,CD58,CD58,P19256,LFA3_HUMAN,SwissProt,Lymphocyte function-associated antigen 3,CD58,P19256,LFA3_HUMAN
sp|P61981|1433G_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,14-3-3 protein gamma,YWHAG,YWHAG,P61981,1433G_HUMAN,SwissProt,14-3-3 protein gamma,YWHAG,P61981,1433G_HUMAN
sp|Q9UBG0|MRC2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,C-type mannose receptor 2,MRC2,MRC2,Q9UBG0,MRC2_HUMAN,SwissProt,C-type mannose receptor 2,MRC2,Q9UBG0,MRC2_HUMAN
sp|P01189|COLI_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Pro-opiomelanocortin,POMC,POMC,P01189,COLI_HUMAN,SwissProt,Pro-opiomelanocortin,POMC,P01189,COLI_HUMAN
sp|P07711|CATL1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Procathepsin L,CTSL,CTSL,P07711,CATL1_HUMAN,SwissProt,Procathepsin L,CTSL,P07711,CATL1_HUMAN
sp|P22352|GPX3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Glutathione peroxidase 3,GPX3,GPX3,P22352,GPX3_HUMAN,SwissProt,Glutathione peroxidase 3,GPX3,P22352,GPX3_HUMAN
sp|P58417|NXPH1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Neurexophilin-1,NXPH1,NXPH1,P58417,NXPH1_HUMAN,SwissProt,Neurexophilin-1,NXPH1,P58417,NXPH1_HUMAN
sp|P98172|EFNB1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Ephrin-B1,EFNB1,EFNB1,P98172,EFNB1_HUMAN,SwissProt,Ephrin-B1,EFNB1,P98172,EFNB1_HUMAN
sp|Q5T1S8|NCMAP_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Noncompact myelin-associated protein,NCMAP,NCMAP,Q5T1S8,NCMAP_HUMAN,SwissProt,Noncompact myelin-associated protein,NCMAP,Q5T1S8,NCMAP_HUMAN
sp|Q9BXJ0|C1QT5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,C1QTNF5,Q9BXJ0,C1QT5_HUMAN,SwissProt,Complement C1q tumor necrosis factor-related protein 5,C1QTNF5,Q9BXJ0,C1QT5_HUMAN
sp|Q9NYC9|DYH9_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Dynein axonemal heavy chain 9,DNAH9,DNAH9,Q9NYC9,DYH9_HUMAN,SwissProt,Dynein axonemal heavy chain 9,DNAH9,Q9NYC9,DYH9_HUMAN
sp|Q9NZC2|TREM2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Triggering receptor expressed on myeloid cells 2,TREM2,TREM2,Q9NZC2,TREM2_HUMAN,SwissProt,Triggering receptor expressed on myeloid cells 2,TREM2,Q9NZC2,TREM2_HUMAN
sp|O94766|B3GA3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,B3GAT3,B3GAT3,O94766,B3GA3_HUMAN,SwissProt,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,B3GAT3,O94766,B3GA3_HUMAN
sp|P10768|ESTD_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,S-formylglutathione hydrolase,ESD,ESD,P10768,ESTD_HUMAN,SwissProt,S-formylglutathione hydrolase,ESD,P10768,ESTD_HUMAN
sp|P14314|GLU2B_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Glucosidase 2 subunit beta,PRKCSH,PRKCSH,P14314,GLU2B_HUMAN,SwissProt,Glucosidase 2 subunit beta,PRKCSH,P14314,GLU2B_HUMAN
sp|Q13228|SBP1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Methanethiol oxidase,SELENBP1,SELENBP1,Q13228,SBP1_HUMAN,SwissProt,Methanethiol oxidase,SELENBP1,Q13228,SBP1_HUMAN
sp|Q14DG7|T132B_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Transmembrane protein 132B,TMEM132B,TMEM132B,Q14DG7,T132B_HUMAN,SwissProt,Transmembrane protein 132B,TMEM132B,Q14DG7,T132B_HUMAN
sp|Q8NES3|LFNG_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",LFNG,LFNG,Q8NES3,LFNG_HUMAN,SwissProt,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",LFNG,Q8NES3,LFNG_HUMAN
sp|Q99436|PSB7_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Proteasome subunit beta type-7,PSMB7,PSMB7,Q99436,PSB7_HUMAN,SwissProt,Proteasome subunit beta type-7,PSMB7,Q99436,PSB7_HUMAN
sp|Q9HD89|RETN_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Resistin,RETN,RETN,Q9HD89,RETN_HUMAN,SwissProt,Resistin,RETN,Q9HD89,RETN_HUMAN
sp|P13796|PLSL_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Plastin-2,LCP1,LCP1,P13796,PLSL_HUMAN,SwissProt,Plastin-2,LCP1,P13796,PLSL_HUMAN
sp|P61970|NTF2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Nuclear transport factor 2,NUTF2,NUTF2,P61970,NTF2_HUMAN,SwissProt,Nuclear transport factor 2,NUTF2,P61970,NTF2_HUMAN
sp|Q12860|CNTN1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Contactin-1,CNTN1,CNTN1,Q12860,CNTN1_HUMAN,SwissProt,Contactin-1,CNTN1,Q12860,CNTN1_HUMAN
sp|Q6UY14|ATL4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,ADAMTS-like protein 4,ADAMTSL4,ADAMTSL4,Q6UY14,ATL4_HUMAN,SwissProt,ADAMTS-like protein 4,ADAMTSL4,Q6UY14,ATL4_HUMAN
sp|Q9NPY3|C1QR1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Complement component C1q receptor,CD93,CD93,Q9NPY3,C1QR1_HUMAN,SwissProt,Complement component C1q receptor,CD93,Q9NPY3,C1QR1_HUMAN
sp|Q13332|PTPRS_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Receptor-type tyrosine-protein phosphatase S,PTPRS,PTPRS,Q13332,PTPRS_HUMAN,SwissProt,Receptor-type tyrosine-protein phosphatase S,PTPRS,Q13332,PTPRS_HUMAN
sp|Q5FWE3|PRRT3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Proline-rich transmembrane protein 3,PRRT3,PRRT3,Q5FWE3,PRRT3_HUMAN,SwissProt,Proline-rich transmembrane protein 3,PRRT3,Q5FWE3,PRRT3_HUMAN
sp|Q9UQ52|CNTN6_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Contactin-6,CNTN6,CNTN6,Q9UQ52,CNTN6_HUMAN,SwissProt,Contactin-6,CNTN6,Q9UQ52,CNTN6_HUMAN
sp|P62805|H4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Histone H4,H4C1,H4C1,P62805,H4_HUMAN,SwissProt,Histone H4,H4C1,P62805,H4_HUMAN
sp|Q12866|MERTK_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Tyrosine-protein kinase Mer,MERTK,MERTK,Q12866,MERTK_HUMAN,SwissProt,Tyrosine-protein kinase Mer,MERTK,Q12866,MERTK_HUMAN
sp|Q13642|FHL1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Four and a half LIM domains protein 1,FHL1,FHL1,Q13642,FHL1_HUMAN,SwissProt,Four and a half LIM domains protein 1,FHL1,Q13642,FHL1_HUMAN
sp|Q8NBS9|TXND5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Thioredoxin domain-containing protein 5,TXNDC5,TXNDC5,Q8NBS9,TXND5_HUMAN,SwissProt,Thioredoxin domain-containing protein 5,TXNDC5,Q8NBS9,TXND5_HUMAN
sp|Q8WZ75|ROBO4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Roundabout homolog 4,ROBO4,ROBO4,Q8WZ75,ROBO4_HUMAN,SwissProt,Roundabout homolog 4,ROBO4,Q8WZ75,ROBO4_HUMAN
sp|P09382|LEG1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Galectin-1,LGALS1,LGALS1,P09382,LEG1_HUMAN,SwissProt,Galectin-1,LGALS1,P09382,LEG1_HUMAN
sp|P82987|ATL3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,ADAMTS-like protein 3,ADAMTSL3,ADAMTSL3,P82987,ATL3_HUMAN,SwissProt,ADAMTS-like protein 3,ADAMTSL3,P82987,ATL3_HUMAN
sp|Q8WVV5|BT2A2_HUMAN / sp|Q7KYR7|BT2A1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Butyrophilin subfamily 2 member A2,BTN2A2 / BTN2A1,BTN2A2 / BTN2A1,Q8WVV5,,,Butyrophilin subfamily 2 member A2,BTN2A2 / BTN2A1,Q8WVV5,
sp|Q93063|EXT2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Exostosin-2,EXT2,EXT2,Q93063,EXT2_HUMAN,SwissProt,Exostosin-2,EXT2,Q93063,EXT2_HUMAN
sp|P08697|A2AP_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Alpha-2-antiplasmin,SERPINF2,SERPINF2,P08697,A2AP_HUMAN,SwissProt,Alpha-2-antiplasmin,SERPINF2,P08697,A2AP_HUMAN
sp|Q12794|HYAL1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Hyaluronidase-1,HYAL1,HYAL1,Q12794,HYAL1_HUMAN,SwissProt,Hyaluronidase-1,HYAL1,Q12794,HYAL1_HUMAN
sp|O75071|EFC14_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,EF-hand calcium-binding domain-containing protein 14,EFCAB14,EFCAB14,O75071,EFC14_HUMAN,SwissProt,EF-hand calcium-binding domain-containing protein 14,EFCAB14,O75071,EFC14_HUMAN
sp|P00488|F13A_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Coagulation factor XIII A chain,F13A1,F13A1,P00488,F13A_HUMAN,SwissProt,Coagulation factor XIII A chain,F13A1,P00488,F13A_HUMAN
sp|P11597|CETP_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Cholesteryl ester transfer protein,CETP,CETP,P11597,CETP_HUMAN,SwissProt,Cholesteryl ester transfer protein,CETP,P11597,CETP_HUMAN
sp|P16035|TIMP2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Metalloproteinase inhibitor 2,TIMP2,TIMP2,P16035,TIMP2_HUMAN,SwissProt,Metalloproteinase inhibitor 2,TIMP2,P16035,TIMP2_HUMAN
sp|P35613|BASI_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Basigin,BSG,BSG,P35613,BASI_HUMAN,SwissProt,Basigin,BSG,P35613,BASI_HUMAN
sp|Q13867|BLMH_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Bleomycin hydrolase,BLMH,BLMH,Q13867,BLMH_HUMAN,SwissProt,Bleomycin hydrolase,BLMH,Q13867,BLMH_HUMAN
sp|Q7Z553|MDGA2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,MAM domain-containing glycosylphosphatidylinositol anchor protein 2,MDGA2,MDGA2,Q7Z553,MDGA2_HUMAN,SwissProt,MAM domain-containing glycosylphosphatidylinositol anchor protein 2,MDGA2,Q7Z553,MDGA2_HUMAN
sp|Q9H2A9|CHST8_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Carbohydrate sulfotransferase 8,CHST8,CHST8,Q9H2A9,CHST8_HUMAN,SwissProt,Carbohydrate sulfotransferase 8,CHST8,Q9H2A9,CHST8_HUMAN
sp|P48061|SDF1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Stromal cell-derived factor 1,CXCL12,CXCL12,P48061,SDF1_HUMAN,SwissProt,Stromal cell-derived factor 1,CXCL12,P48061,SDF1_HUMAN
sp|P49257|LMAN1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein ERGIC-53,LMAN1,LMAN1,P49257,LMAN1_HUMAN,SwissProt,Protein ERGIC-53,LMAN1,P49257,LMAN1_HUMAN
sp|Q6P9A2|GLT18_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Polypeptide N-acetylgalactosaminyltransferase 18,GALNT18,GALNT18,Q6P9A2,GLT18_HUMAN,SwissProt,Polypeptide N-acetylgalactosaminyltransferase 18,GALNT18,Q6P9A2,GLT18_HUMAN
sp|Q86Y38|XYLT1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Xylosyltransferase 1,XYLT1,XYLT1,Q86Y38,XYLT1_HUMAN,SwissProt,Xylosyltransferase 1,XYLT1,Q86Y38,XYLT1_HUMAN
sp|Q8NHJ6|LIRB4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Leukocyte immunoglobulin-like receptor subfamily B member 4,LILRB4,LILRB4,Q8NHJ6,LIRB4_HUMAN,SwissProt,Leukocyte immunoglobulin-like receptor subfamily B member 4,LILRB4,Q8NHJ6,LIRB4_HUMAN
sp|Q9BWP8|COL11_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Collectin-11,COLEC11,COLEC11,Q9BWP8,COL11_HUMAN,SwissProt,Collectin-11,COLEC11,Q9BWP8,COL11_HUMAN
sp|Q9NSB2|KRT84_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Keratin, type II cuticular Hb4",KRT84,KRT84,Q9NSB2,KRT84_HUMAN,SwissProt,"Keratin, type II cuticular Hb4",KRT84,Q9NSB2,KRT84_HUMAN
sp|P20160|CAP7_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Azurocidin,AZU1,AZU1,P20160,CAP7_HUMAN,SwissProt,Azurocidin,AZU1,P20160,CAP7_HUMAN
sp|P23468|PTPRD_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Receptor-type tyrosine-protein phosphatase delta,PTPRD,PTPRD,P23468,PTPRD_HUMAN,SwissProt,Receptor-type tyrosine-protein phosphatase delta,PTPRD,P23468,PTPRD_HUMAN
sp|P49411|EFTU_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Elongation factor Tu, mitochondrial",TUFM,TUFM,P49411,EFTU_HUMAN,SwissProt,"Elongation factor Tu, mitochondrial",TUFM,P49411,EFTU_HUMAN
sp|Q8N6C5|IGSF1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Immunoglobulin superfamily member 1,IGSF1,IGSF1,Q8N6C5,IGSF1_HUMAN,SwissProt,Immunoglobulin superfamily member 1,IGSF1,Q8N6C5,IGSF1_HUMAN
tr|A0A075B7E8|A0A075B7E8_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Immunoglobulin heavy variable 3/OR16-13 (non-functional) (Fragment),IGHV3OR16-13,IGHV3OR16-13,A0A075B7E8,A0A075B7E8_HUMAN,TrEMBL,Immunoglobulin heavy variable 3/OR16-13 (non-functional) (Fragment),IGHV3OR16-13,A0A075B7E8,A0A075B7E8_HUMAN
sp|O75888|TNF13_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Tumor necrosis factor ligand superfamily member 13,TNFSF13,TNFSF13,O75888,TNF13_HUMAN,SwissProt,Tumor necrosis factor ligand superfamily member 13,TNFSF13,O75888,TNF13_HUMAN
sp|P00915|CAH1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Carbonic anhydrase 1,CA1,CA1,P00915,CAH1_HUMAN,SwissProt,Carbonic anhydrase 1,CA1,P00915,CAH1_HUMAN
sp|P03950|ANGI_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Angiogenin,ANG,ANG,P03950,ANGI_HUMAN,SwissProt,Angiogenin,ANG,P03950,ANGI_HUMAN
sp|Q9H8L6|MMRN2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Multimerin-2,MMRN2,MMRN2,Q9H8L6,MMRN2_HUMAN,SwissProt,Multimerin-2,MMRN2,Q9H8L6,MMRN2_HUMAN
sp|Q02413|DSG1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Desmoglein-1,DSG1,DSG1,Q02413,DSG1_HUMAN,SwissProt,Desmoglein-1,DSG1,Q02413,DSG1_HUMAN
sp|Q92765|SFRP3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Secreted frizzled-related protein 3,FRZB,FRZB,Q92765,SFRP3_HUMAN,SwissProt,Secreted frizzled-related protein 3,FRZB,Q92765,SFRP3_HUMAN
sp|Q99497|PARK7_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Parkinson disease protein 7,PARK7,PARK7,Q99497,PARK7_HUMAN,SwissProt,Parkinson disease protein 7,PARK7,Q99497,PARK7_HUMAN
sp|Q9ULF5|S39AA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Zinc transporter ZIP10,SLC39A10,SLC39A10,Q9ULF5,S39AA_HUMAN,SwissProt,Zinc transporter ZIP10,SLC39A10,Q9ULF5,S39AA_HUMAN
sp|O43300|LRRT2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Leucine-rich repeat transmembrane neuronal protein 2,LRRTM2,LRRTM2,O43300,LRRT2_HUMAN,SwissProt,Leucine-rich repeat transmembrane neuronal protein 2,LRRTM2,O43300,LRRT2_HUMAN
sp|O76013|KRT36_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"Keratin, type I cuticular Ha6",KRT36,KRT36,O76013,KRT36_HUMAN,SwissProt,"Keratin, type I cuticular Ha6",KRT36,O76013,KRT36_HUMAN
sp|P04080|CYTB_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Cystatin-B,CSTB,CSTB,P04080,CYTB_HUMAN,SwissProt,Cystatin-B,CSTB,P04080,CYTB_HUMAN
sp|P29218|IMPA1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Inositol monophosphatase 1,IMPA1,IMPA1,P29218,IMPA1_HUMAN,SwissProt,Inositol monophosphatase 1,IMPA1,P29218,IMPA1_HUMAN
sp|P46531|NOTC1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Neurogenic locus notch homolog protein 1,NOTCH1,NOTCH1,P46531,NOTC1_HUMAN,SwissProt,Neurogenic locus notch homolog protein 1,NOTCH1,P46531,NOTC1_HUMAN
sp|P52758|RIDA_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,2-iminobutanoate/2-iminopropanoate deaminase,RIDA,RIDA,P52758,RIDA_HUMAN,SwissProt,2-iminobutanoate/2-iminopropanoate deaminase,RIDA,P52758,RIDA_HUMAN
sp|Q96JP2|MY15B_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Unconventional myosin-XVB,MYO15B,MYO15B,Q96JP2,MY15B_HUMAN,SwissProt,Unconventional myosin-XVB,MYO15B,Q96JP2,MY15B_HUMAN
sp|O75173|ATS4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,A disintegrin and metalloproteinase with thrombospondin motifs 4,ADAMTS4,ADAMTS4,O75173,ATS4_HUMAN,SwissProt,A disintegrin and metalloproteinase with thrombospondin motifs 4,ADAMTS4,O75173,ATS4_HUMAN
sp|O75781|PALM_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Paralemmin-1,PALM,PALM,O75781,PALM_HUMAN,SwissProt,Paralemmin-1,PALM,O75781,PALM_HUMAN
sp|Q13501|SQSTM_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Sequestosome-1,SQSTM1,SQSTM1,Q13501,SQSTM_HUMAN,SwissProt,Sequestosome-1,SQSTM1,Q13501,SQSTM_HUMAN
sp|O94779|CNTN5_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Contactin-5,CNTN5,CNTN5,O94779,CNTN5_HUMAN,SwissProt,Contactin-5,CNTN5,O94779,CNTN5_HUMAN
sp|P28482|MK01_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Mitogen-activated protein kinase 1,MAPK1,MAPK1,P28482,MK01_HUMAN,SwissProt,Mitogen-activated protein kinase 1,MAPK1,P28482,MK01_HUMAN
sp|Q53H76|PLA1A_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Phospholipase A1 member A,PLA1A,PLA1A,Q53H76,PLA1A_HUMAN,SwissProt,Phospholipase A1 member A,PLA1A,Q53H76,PLA1A_HUMAN
sp|P06576|ATPB_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,"ATP synthase subunit beta, mitochondrial",ATP5F1B,ATP5F1B,P06576,ATPB_HUMAN,SwissProt,"ATP synthase subunit beta, mitochondrial",ATP5F1B,P06576,ATPB_HUMAN
sp|P06702|S10A9_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Protein S100-A9,S100A9,S100A9,P06702,S10A9_HUMAN,SwissProt,Protein S100-A9,S100A9,P06702,S10A9_HUMAN
sp|P12111|CO6A3_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Collagen alpha-3(VI) chain,COL6A3,COL6A3,P12111,CO6A3_HUMAN,SwissProt,Collagen alpha-3(VI) chain,COL6A3,P12111,CO6A3_HUMAN
sp|Q13443|ADAM9_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Disintegrin and metalloproteinase domain-containing protein 9,ADAM9,ADAM9,Q13443,ADAM9_HUMAN,SwissProt,Disintegrin and metalloproteinase domain-containing protein 9,ADAM9,Q13443,ADAM9_HUMAN
sp|Q6UVK1|CSPG4_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Chondroitin sulfate proteoglycan 4,CSPG4,CSPG4,Q6UVK1,CSPG4_HUMAN,SwissProt,Chondroitin sulfate proteoglycan 4,CSPG4,Q6UVK1,CSPG4_HUMAN
sp|P50238|CRIP1_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Cysteine-rich protein 1,CRIP1,CRIP1,P50238,CRIP1_HUMAN,SwissProt,Cysteine-rich protein 1,CRIP1,P50238,CRIP1_HUMAN
sp|P55107|GDF10_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Growth/differentiation factor 10,GDF10,GDF10,P55107,GDF10_HUMAN,SwissProt,Growth/differentiation factor 10,GDF10,P55107,GDF10_HUMAN
sp|Q01459|DIAC_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Di-N-acetylchitobiase,CTBS,CTBS,Q01459,DIAC_HUMAN,SwissProt,Di-N-acetylchitobiase,CTBS,Q01459,DIAC_HUMAN
sp|Q2TBF2|WSCD2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Sialate:O-sulfotransferase 2,WSCD2,WSCD2,Q2TBF2,WSCD2_HUMAN,SwissProt,Sialate:O-sulfotransferase 2,WSCD2,Q2TBF2,WSCD2_HUMAN
sp|Q9UI40|NCKX2_HUMAN,,,,,,,,,,,,0,Mixed-effects failed: Model failed: Singular matrix,1.0,False,Not significant,Sodium/potassium/calcium exchanger 2,SLC24A2,SLC24A2,Q9UI40,NCKX2_HUMAN,SwissProt,Sodium/potassium/calcium exchanger 2,SLC24A2,Q9UI40,NCKX2_HUMAN
